ticker,cik,name,year,mean_price,return_1y,return_2y,return_3y,return_4y,return_5y,revenue,net_income,assets,equity,debt,operating_cash_flow,net_margin,roa,roe,leverage,ocf_margin,rev_growth,ni_growth
NVDA,0001045810,NVIDIA CORP,2012,0.309831724524498,0.0686081120484681,0.4241746644702867,0.8533961382634982,3.2606188622466967,10.934951382073544,4126451000,504588000,6075144000,4722846000,,-9208000.0,0.12228135024504108,0.0830577843093102,0.1068398165004745,,-0.0022314574921645743,,
NVDA,0001045810,NVIDIA CORP,2013,0.33108869419684483,0.33273802473782027,0.7344020856351454,2.987073291142535,10.168688733978298,16.373178580657076,4092846000,467046000,5711373000,4320647000,0.0,175650000.0,0.11411277140649807,0.08177473262558758,0.10809631057570776,0.0,0.04291634720680915,-0.008143802022609744,-0.07440129372874503
NVDA,0001045810,NVIDIA CORP,2014,0.4412544923169272,0.30138260741554335,1.9916406804157045,7.3802581802792275,12.035704135533143,8.830236966411366,4575218000,584917000,6885869000,4204593000,1377259000.0,151000000.0,0.12784461855150947,0.08494454367342742,0.13911382148046197,0.3275605986120416,0.03300389183641086,0.11785735402700223,0.25237556900176855
NVDA,0001045810,NVIDIA CORP,2015,0.5742409217452246,1.2988171682706733,5.4395037497249525,9.016811398318254,6.553687063586583,16.165985663051643,4860000000,600000000,7174000000,4465000000,1406000000.0,246000000.0,0.12345679012345678,0.08363534987454697,0.1343784994400896,0.3148936170212766,0.050617283950617285,0.06224446572819044,0.025786564589505862
NVDA,0001045810,NVIDIA CORP,2016,1.3200748896314984,1.8012248379757778,3.357376278798884,2.2859016227327817,6.467312276932864,13.75612553332109,6138000000,1218000000,9612000000,5324000000,1982000000.0,520000000.0,0.198435972629521,0.12671660424469414,0.22877535687453043,0.3722764838467318,0.08471814923427827,0.26296296296296295,1.03
NVDA,0001045810,NVIDIA CORP,2017,3.6978265688238867,0.5555253615227876,0.1730231640767691,1.665731138643229,4.26774050168146,4.013795553870345,8976000000,2583000000,9830000000,6352000000,1985000000.0,282000000.0,0.2877673796791444,0.2627670396744659,0.40664357682619645,0.3125,0.03141711229946524,0.46236559139784944,1.1206896551724137
NVDA,0001045810,NVIDIA CORP,2018,5.752063010318346,-0.2458990427977121,0.7137175674420383,2.386470341135798,2.223216848719246,5.353292238222393,12422000000,4693000000,13657000000,9475000000,1987000000.0,1445000000.0,0.37779745612622767,0.34363330160357325,0.49530343007915567,0.20970976253298154,0.11632587345033006,0.3839126559714795,0.8168795973674022
NVDA,0001045810,NVIDIA CORP,2019,4.337636221968938,1.272530688463684,3.4907386853075906,3.2742511038274893,7.424988958763674,23.849022473376767,10018000000,2412000000,15810000000,11214000000,1990000000.0,720000000.0,0.24076662008384908,0.152561669829222,0.21508828250401285,0.17745675049045836,0.07187063286085046,-0.1935276123007567,-0.4860430428297464
NVDA,0001045810,NVIDIA CORP,2020,9.857411429816084,0.9760959480567009,0.8808331722538999,2.707315813833644,9.934515691920375,14.32172004847419,14777000000,3825000000,26881000000,15334000000,6961000000.0,909000000.0,0.25884821005616837,0.14229381347420111,0.24944567627494457,0.4539585235424547,0.06151451580158354,0.47504491914553804,0.585820895522388
NVDA,0001045810,NVIDIA CORP,2021,19.479190784787374,-0.048207565982047944,0.8760808742507823,4.533393104051154,6.753530421203292,,19271000000,6750000000,40632000000,23798000000,10944000000.0,1874000000.0,0.3502672409319703,0.16612522150029532,0.28363728044373476,0.459870577359442,0.09724456437133516,0.3041212695405021,0.7647058823529411
NVDA,0001045810,NVIDIA CORP,2022,18.540146409752836,0.9711029497586834,4.813655274283034,7.146240865218992,,,20923000000,2954000000,40488000000,21349000000,10950000000.0,1731000000.0,0.1411843425894948,0.07295988934993085,0.13836713663403438,0.5129045856948803,0.08273192180853606,0.08572466400290592,-0.5623703703703704
NVDA,0001045810,NVIDIA CORP,2023,36.54453727722168,1.9494427345840983,3.132833785377021,,,,38819000000,17474000000,54148000000,33265000000,9706000000.0,2911000000.0,0.45014039516731497,0.3227081332643865,0.5252968585600482,0.2917781451976552,0.07498905175300755,0.855326673995125,4.915368991198375
NVDA,0001045810,NVIDIA CORP,2024,107.78601996103923,0.40122530161949144,,,,,91166000000,50789000000,96013000000,65899000000,8462000000.0,15345000000.0,0.5571046223372749,0.5289804505639861,0.7707097224540584,0.12840862532056632,0.16831932957462212,1.3484891419150415,1.9065468696348862
AAPL,0000320193,Apple Inc.,2012,17.31825257110596,-0.16301578656137555,0.1713858745677138,0.5500803393374615,0.3787606171044575,1.0218049130712112,164687000000,41747000000,196088000000,127346000000,0.0,23426000000.0,0.25349298973203716,0.21289931051364694,0.32782341023667805,0.0,0.14224559315550103,,
AAPL,0000320193,Apple Inc.,2013,14.495104006358556,0.3995316228907713,0.851982766758752,0.6472958449718255,1.4155830905877282,2.079573467920043,173992000000,37031000000,225184000000,129684000000,16961000000.0,22670000000.0,0.21283162444250311,0.16444774051442376,0.2855479473180963,0.13078714413497425,0.13029334682054347,0.05650112030700662,-0.11296620116415551
AAPL,0000320193,Apple Inc.,2014,20.28635643398951,0.3232875459672932,0.17703367185751062,0.7259939333119708,1.2004314997606833,1.4621878108784017,199800000000,44462000000,261894000000,123328000000,32504000000.0,33722000000.0,0.22253253253253252,0.1697709760437429,0.36051829268292684,0.2635573430202387,0.16877877877877878,0.14832865878890983,0.2006697091625935
AAPL,0000320193,Apple Inc.,2015,26.84468282215179,-0.11052312443768547,0.304322661066313,0.6628521189264407,0.8606597019535903,2.446515113537382,234988000000,53731000000,293284000000,128267000000,53204000000.0,27463000000.0,0.2286542291521269,0.18320467533176035,0.4188996390342021,0.4147910218528538,0.1168697976066863,0.1761161161161161,0.20847015428905583
AAPL,0000320193,Apple Inc.,2016,23.87772460210891,0.46639299671701856,0.8694720060880834,1.091858431707185,2.874766402846105,4.767849580220452,218118000000,45217000000,331141000000,132390000000,73557000000.0,27234000000.0,0.20730522011021557,0.13654908332100224,0.3415439232570436,0.5556084296397009,0.12485902126371964,-0.07179089996084906,-0.15845601235785672
AAPL,0000320193,Apple Inc.,2017,35.01412813407016,0.27487788762868065,0.426533293864924,1.6423792336167637,2.9333586515576626,3.3436035262392774,239176000000,50525000000,406794000000,140199000000,103922000000.0,28293000000.0,0.21124611164999832,0.1242029135139653,0.36038060185878645,0.7412463712294667,0.11829364150249189,0.09654407247453213,0.11738947740893911
AAPL,0000320193,Apple Inc.,2018,44.63873771272333,0.11895680967400565,1.072652807973386,2.0852826688161112,2.407074174232121,2.819794737398442,261612000000,59431000000,373719000000,117892000000,92989000000.0,26690000000.0,0.22717230096478755,0.15902589913812248,0.5041139347877719,0.7887642927425101,0.10202131400700273,0.09380539853497007,0.17626917367639783
AAPL,0000320193,Apple Inc.,2019,49.948819538903614,0.852308140988237,1.7572848586666814,2.0448665621193456,2.413710613648522,3.1210005219113124,267683000000,57527000000,340618000000,89531000000,93078000000.0,30516000000.0,0.2149071849912023,0.16889007627312708,0.6425372217444237,1.0396175626319375,0.1140005155351666,0.023206122043331345,-0.03203715232790968
